codigo_oc,nombre_oc,fecha_creacion,tipo,codigo_licitacion,estado,organismo_codigo,organismo_nombre,organismo_rut,comuna,region,proveedor_codigo,proveedor_nombre,proveedor_rut,proveedor_comuna,proveedor_region,item_correlativo,codigo_categoria,categoria,codigo_producto,catalogo_id,producto,especificacion_comprador,cantidad,unidad,moneda,precio_neto_unitario,total_linea_derivado,total_item_reportado
1978-42-SE20,,2020-11-05T19:26:11Z,direct,,,,Servicio de Salud del Maule | Servicio de Salud del Maule,616069004,,Región del Maule ,,Medscan Concepcion | PET - CT,761923773,,Región del Biobío ,,,,,,Adquisión de Examenes PET-CT,Laboratorios de rayos XExamen PET-CT para pacientes del HRT,8.0,000,CLP,623340.0,,
1978-43-SE20,,2020-11-05T19:26:11Z,direct,,,,Servicio de Salud del Maule | Servicio de Salud del Maule,616069004,,Región del Maule ,,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE | GERENCIA COMERCIAL RED DE SALUD UC-CHRISTUS,816989000,,Región Metropolitana de Santiago,,,,,,Adquisición Examen Resonancia Magnética Pediátrica bajo Anestesia,Laboratorios de rayos XExamen Resonancia Magnetica Pediatrica bajo Anestesia  para paciente J.C.G. Rut: 24.057.xxx-x,1.0,000,CLP,545350.0,,
1981-32-SE20,,2020-11-05T19:26:11Z,direct,,,,GOBERNACION PROVINCIAL DE CAUTIN | Gobernación Provincial de Cautín,605110924,,Región de la Araucanía ,,ANDRES FUENTES | ANDRES FUENTES,116040603,,Región de la Araucanía ,,,,,,Servicio de distribución de Agua potable,"Distribución de aguaServicio de distribución de agua potable a través de 1 camión aljibe mes octubre de 2019, Comuna de Gorbea, Patente KSYD44








",1.0,000,CLP,2605042.0,,
1981-32-SE20,,2020-11-05T19:26:11Z,direct,,,,GOBERNACION PROVINCIAL DE CAUTIN | Gobernación Provincial de Cautín,605110924,,Región de la Araucanía ,,ANDRES FUENTES | ANDRES FUENTES,116040603,,Región de la Araucanía ,,,,,,Servicio de distribución de Agua potable,"Distribución de aguaServicio de distribución de agua potable a través de 1 camión aljibe mes noviembre de 2019, Comuna de Gorbea, Patente KSYD44






",1.0,000,CLP,2605042.0,,
1981-32-SE20,,2020-11-05T19:26:11Z,direct,,,,GOBERNACION PROVINCIAL DE CAUTIN | Gobernación Provincial de Cautín,605110924,,Región de la Araucanía ,,ANDRES FUENTES | ANDRES FUENTES,116040603,,Región de la Araucanía ,,,,,,Servicio de distribución de Agua potable,"Distribución de aguaServicio de distribución de agua potable a través de 1 camión aljibe mes diciembre de 2019, Comuna de Gorbea, Patente KSYD44








",1.0,000,CLP,2605042.0,,
1981-57-SE20,,2020-11-05T19:26:52Z,direct,,,,GOBERNACION PROVINCIAL DE CAUTIN | Gobernación Provincial de Cautín,605110924,,Región de la Araucanía ,,Ricardo Alfonso | Ricardo Alfonso,73487757,,Región de la Araucanía ,,,,,,Servicio de distribución de Agua potable,"Distribución de aguaServicio de distribución de agua potable a través de 1 camión aljibe mes noviembre de 2019, Comuna de Padre las Casas, Patente JPCH25
",1.0,000,CLP,2605042.0,,
1981-57-SE20,,2020-11-05T19:26:52Z,direct,,,,GOBERNACION PROVINCIAL DE CAUTIN | Gobernación Provincial de Cautín,605110924,,Región de la Araucanía ,,Ricardo Alfonso | Ricardo Alfonso,73487757,,Región de la Araucanía ,,,,,,Servicio de distribución de Agua potable,"Distribución de aguaServicio de distribución de agua potable a través de 1 camión aljibe mes diciembre de 2019,  Comuna de Cunco, Patente BRJS36
",1.0,000,CLP,2605042.0,,
1981-59-SE20,,2020-11-05T19:26:53Z,direct,,,,GOBERNACION PROVINCIAL DE CAUTIN | Gobernación Provincial de Cautín,605110924,,Región de la Araucanía ,,MANUEL CARLOS  | MANUEL CARLOS ,92235629,,Región de la Araucanía ,,,,,,Servicio de distribución de Agua potable,"Distribución de aguaServicio de distribución de agua potable a través de 1 camión aljibe mes octubre de 2019, Comuna de Villarrica, Patente GZHC56
",1.0,000,CLP,2436975.0,,
1981-59-SE20,,2020-11-05T19:26:53Z,direct,,,,GOBERNACION PROVINCIAL DE CAUTIN | Gobernación Provincial de Cautín,605110924,,Región de la Araucanía ,,MANUEL CARLOS  | MANUEL CARLOS ,92235629,,Región de la Araucanía ,,,,,,Servicio de distribución de Agua potable,"Distribución de aguaServicio de distribución de agua potable a través de 1 camión aljibe mes noviembre de 2019, Comuna de Villarrica, Patente GZHC56",1.0,000,CLP,2436975.0,,
1981-59-SE20,,2020-11-05T19:26:53Z,direct,,,,GOBERNACION PROVINCIAL DE CAUTIN | Gobernación Provincial de Cautín,605110924,,Región de la Araucanía ,,MANUEL CARLOS  | MANUEL CARLOS ,92235629,,Región de la Araucanía ,,,,,,Servicio de distribución de Agua potable,"Distribución de aguaServicio de distribución de agua potable a través de 1 camión aljibe mes diciembre de 2019,  Comuna de Villarrica, Patente GZHC56",1.0,000,CLP,2436974.0,,
1981-65-SE20,,2020-11-05T19:26:53Z,direct,,,,GOBERNACION PROVINCIAL DE CAUTIN | Gobernación Provincial de Cautín,605110924,,Región de la Araucanía ,,VICTOR GUILLERMO | VICTOR GUILLERMO,90807161,,Región de la Araucanía ,,,,,,Servicio de distribución de Agua potable,"Distribución de aguaServicio de distribución de agua potable a través de 1 camión aljibe mes octubre de 2019, Comuna de cholchol, Patente HLDJ55
",1.0,000,CLP,2352941.0,,
1981-65-SE20,,2020-11-05T19:26:53Z,direct,,,,GOBERNACION PROVINCIAL DE CAUTIN | Gobernación Provincial de Cautín,605110924,,Región de la Araucanía ,,VICTOR GUILLERMO | VICTOR GUILLERMO,90807161,,Región de la Araucanía ,,,,,,Servicio de distribución de Agua potable,"Distribución de aguaServicio de distribución de agua potable a través de 1 camión aljibe mes noviembre de 2019, Comuna de Cholchol, Patente HLDJ55
",1.0,000,CLP,2352941.0,,
1981-65-SE20,,2020-11-05T19:26:53Z,direct,,,,GOBERNACION PROVINCIAL DE CAUTIN | Gobernación Provincial de Cautín,605110924,,Región de la Araucanía ,,VICTOR GUILLERMO | VICTOR GUILLERMO,90807161,,Región de la Araucanía ,,,,,,Servicio de distribución de Agua potable,"Distribución de aguaServicio de distribución de agua potable a través de 1 camión aljibe mes diciembre de 2019,  Comuna de Cholchol, Patente HLDJ55
",1.0,000,CLP,2352941.0,,
1981-67-SE20,,2020-11-05T19:26:54Z,direct,,,,GOBERNACION PROVINCIAL DE CAUTIN | Gobernación Provincial de Cautín,605110924,,Región de la Araucanía ,,ELIZABETH BOISIER CRUCES | ELIZABETH BOISIER CRUCES,92981568,,Región de la Araucanía ,,,,,,Servicio de distribución de Agua potable,"Distribución de aguaServicio de distribución de agua potable a través de 1 camión aljibe mes octubre de 2019, Comuna de cholchol, Patente HLFY84
",1.0,000,CLP,2689076.0,,
1981-67-SE20,,2020-11-05T19:26:54Z,direct,,,,GOBERNACION PROVINCIAL DE CAUTIN | Gobernación Provincial de Cautín,605110924,,Región de la Araucanía ,,ELIZABETH BOISIER CRUCES | ELIZABETH BOISIER CRUCES,92981568,,Región de la Araucanía ,,,,,,Servicio de distribución de Agua potable,"Distribución de aguaServicio de distribución de agua potable a través de 1 camión aljibe mes noviembre de 2019, Comuna de Cholchol, Patente HLFY84
",1.0,000,CLP,2689076.0,,
1981-67-SE20,,2020-11-05T19:26:54Z,direct,,,,GOBERNACION PROVINCIAL DE CAUTIN | Gobernación Provincial de Cautín,605110924,,Región de la Araucanía ,,ELIZABETH BOISIER CRUCES | ELIZABETH BOISIER CRUCES,92981568,,Región de la Araucanía ,,,,,,Servicio de distribución de Agua potable,"Distribución de aguaServicio de distribución de agua potable a través de 1 camión aljibe mes diciembre de 2019,  Comuna de Cholchol, Patente HLFY84
",1.0,000,CLP,2689075.0,,
1981-78-SE20,,2020-11-05T19:26:53Z,direct,,,,GOBERNACION PROVINCIAL DE CAUTIN | Gobernación Provincial de Cautín,605110924,,Región de la Araucanía ,,SERGIO ROBINSON  | SERGIO ROBINSON ,765541433,,Región de la Araucanía ,,,,,,Servicio de distribución de Agua potable,"Distribución de aguaServicio de distribución de agua potable a través de 1 camión aljibe mes octubre de 2019, Comuna de Lautaro, Patente HKSS82
",1.0,000,CLP,2647059.0,,
1981-78-SE20,,2020-11-05T19:26:53Z,direct,,,,GOBERNACION PROVINCIAL DE CAUTIN | Gobernación Provincial de Cautín,605110924,,Región de la Araucanía ,,SERGIO ROBINSON  | SERGIO ROBINSON ,765541433,,Región de la Araucanía ,,,,,,Servicio de distribución de Agua potable,"Distribución de aguaServicio de distribución de agua potable a través de 1 camión aljibe mes noviembre de 2019, Comuna de Lautaro, Patente HKSS82
",1.0,000,CLP,2647059.0,,
1981-78-SE20,,2020-11-05T19:26:53Z,direct,,,,GOBERNACION PROVINCIAL DE CAUTIN | Gobernación Provincial de Cautín,605110924,,Región de la Araucanía ,,SERGIO ROBINSON  | SERGIO ROBINSON ,765541433,,Región de la Araucanía ,,,,,,Servicio de distribución de Agua potable,"Distribución de aguaServicio de distribución de agua potable a través de 1 camión aljibe mes diciembre de 2019,  Comuna de Lautaro, Patente HKSS82
",1.0,000,CLP,2647058.0,,
1981-81-SE20,,2020-11-05T19:26:53Z,direct,,,,GOBERNACION PROVINCIAL DE CAUTIN | Gobernación Provincial de Cautín,605110924,,Región de la Araucanía ,,Reinaldo david | Reinaldo david,90152084,,Región de la Araucanía ,,,,,,Servicio de distribución de Agua potable,"Distribución de aguaServicio de distribución de agua potable a través de 1 camión aljibe mes octubre de 2019, Comuna de Lautaro, Patente SE3420
",1.0,000,CLP,2521008.0,,
1981-81-SE20,,2020-11-05T19:26:53Z,direct,,,,GOBERNACION PROVINCIAL DE CAUTIN | Gobernación Provincial de Cautín,605110924,,Región de la Araucanía ,,Reinaldo david | Reinaldo david,90152084,,Región de la Araucanía ,,,,,,Servicio de distribución de Agua potable,"Distribución de aguaServicio de distribución de agua potable a través de 1 camión aljibe mes noviembre de 2019, Comuna de Lautaro, Patente SE3420
",1.0,000,CLP,2521008.0,,
1981-81-SE20,,2020-11-05T19:26:53Z,direct,,,,GOBERNACION PROVINCIAL DE CAUTIN | Gobernación Provincial de Cautín,605110924,,Región de la Araucanía ,,Reinaldo david | Reinaldo david,90152084,,Región de la Araucanía ,,,,,,Servicio de distribución de Agua potable,"Distribución de aguaServicio de distribución de agua potable a través de 1 camión aljibe mes diciembre de 2019,  Comuna de Lautaro, Patente SE3420
",1.0,000,CLP,2521009.0,,
1981-90-SE20,,2020-11-05T19:26:53Z,direct,,,,GOBERNACION PROVINCIAL DE CAUTIN | Gobernación Provincial de Cautín,605110924,,Región de la Araucanía ,,norma quelempan huentulle | norma quelempan huentulle,66126285,,Región de la Araucanía ,,,,,,Servicio de distribución de Agua potable,"Distribución de aguaServicio de distribución de agua potable a través de 1 camión aljibe mes octubre de 2019, Comuna de Saavedra, Patente HKRH42

",1.0,000,CLP,2689076.0,,
1981-90-SE20,,2020-11-05T19:26:53Z,direct,,,,GOBERNACION PROVINCIAL DE CAUTIN | Gobernación Provincial de Cautín,605110924,,Región de la Araucanía ,,norma quelempan huentulle | norma quelempan huentulle,66126285,,Región de la Araucanía ,,,,,,Servicio de distribución de Agua potable,"Distribución de aguaServicio de distribución de agua potable a través de 1 camión aljibe mes noviembre de 2019, Comuna de Saavedra, Patente HKRH42

",1.0,000,CLP,2689076.0,,
1981-90-SE20,,2020-11-05T19:26:53Z,direct,,,,GOBERNACION PROVINCIAL DE CAUTIN | Gobernación Provincial de Cautín,605110924,,Región de la Araucanía ,,norma quelempan huentulle | norma quelempan huentulle,66126285,,Región de la Araucanía ,,,,,,Servicio de distribución de Agua potable,"Distribución de aguaServicio de distribución de agua potable a través de 1 camión aljibe mes diciembre de 2019,  Comuna de Saavedra, Patente HKRH42

",1.0,000,CLP,2689075.0,,
1981-91-SE20,,2020-11-05T19:26:53Z,direct,,,,GOBERNACION PROVINCIAL DE CAUTIN | Gobernación Provincial de Cautín,605110924,,Región de la Araucanía ,,norma quelempan huentulle | norma quelempan huentulle,66126285,,Región de la Araucanía ,,,,,,Servicio de distribución de Agua potable,"Distribución de aguaServicio de distribución de agua potable a través de 1 camión aljibe mes octubre de 2019, Comuna de Saavedra, Patente HKRH39

",1.0,000,CLP,2689076.0,,
1981-91-SE20,,2020-11-05T19:26:53Z,direct,,,,GOBERNACION PROVINCIAL DE CAUTIN | Gobernación Provincial de Cautín,605110924,,Región de la Araucanía ,,norma quelempan huentulle | norma quelempan huentulle,66126285,,Región de la Araucanía ,,,,,,Servicio de distribución de Agua potable,"Distribución de aguaServicio de distribución de agua potable a través de 1 camión aljibe mes noviembre de 2019, Comuna de Saavedra, Patente HKRH39

",1.0,000,CLP,2689076.0,,
1981-91-SE20,,2020-11-05T19:26:53Z,direct,,,,GOBERNACION PROVINCIAL DE CAUTIN | Gobernación Provincial de Cautín,605110924,,Región de la Araucanía ,,norma quelempan huentulle | norma quelempan huentulle,66126285,,Región de la Araucanía ,,,,,,Servicio de distribución de Agua potable,"Distribución de aguaServicio de distribución de agua potable a través de 1 camión aljibe mes diciembre de 2019,  Comuna de Saavedra, Patente HKRH39
",1.0,000,CLP,2689075.0,,
2012-8-MC20,,2020-11-05T19:26:12Z,direct,,,,Gobernación Provincial de Palena | GOBERNACION,619553004,,Región de los Lagos ,,jose raul | jose raul,761782533,,Región de los Lagos ,,,,,,Avisos Radiales 14 de enero corcovado,"Avisos en radioAvisos Radiales según texto adjunto:

",7.0,000,CLP,3000.0,,
2067-32-SE20,,2020-11-05T19:26:13Z,direct,,,,Hospital de Cunco | Hospital de Cunco,61602244K,,Región de la Araucanía ,,Domingo Regla Ramirez | Ambulancias ATM,133140611,,Región del Biobío ,,,,,,ARRIENDO AMBULANCIA ENERO,Arriendo de vehículosARRIENDO AMBULANCIA MES DE DICIEMBRE,1.0,000,CLP,1800000.0,,
2069-503-SE20,,2020-11-05T19:26:53Z,direct,,,,HOSPITAL BARROS LUCO TRUDEAU | HOSPITAL BARROS LUCO TRUDEAU,616081012,,Región Metropolitana de Santiago,,bioMérieux Chile SpA | bioMérieux Chile SpA,966599200,,Región Metropolitana de Santiago,,,,,,IGS-CP-022020-PROGRAMA REACTIVOS FEBRERO 2020,"Reactivos o soluciones químicos2440395	ETEST CIM BENZYLPENILLIN PGL 32 WW S30 ( BIOMERIEUX CODIGO412265) CAJA
",1.0,BX,CLP,111861.0,,
2069-503-SE20,,2020-11-05T19:26:53Z,direct,,,,HOSPITAL BARROS LUCO TRUDEAU | HOSPITAL BARROS LUCO TRUDEAU,616081012,,Región Metropolitana de Santiago,,bioMérieux Chile SpA | bioMérieux Chile SpA,966599200,,Región Metropolitana de Santiago,,,,,,IGS-CP-022020-PROGRAMA REACTIVOS FEBRERO 2020,"Reactivos o soluciones químicos2440979	VIDAS HBS AG ULTRA (BIOMERIEUX CODIGO 30315) UNIDAD
",1.0,EA,CLP,197918.0,,
2069-503-SE20,,2020-11-05T19:26:53Z,direct,,,,HOSPITAL BARROS LUCO TRUDEAU | HOSPITAL BARROS LUCO TRUDEAU,616081012,,Región Metropolitana de Santiago,,bioMérieux Chile SpA | bioMérieux Chile SpA,966599200,,Región Metropolitana de Santiago,,,,,,IGS-CP-022020-PROGRAMA REACTIVOS FEBRERO 2020,"Reactivos o soluciones químicos2430009	ETEST CIM CPROFLOXACINO (BIOMERIEUX 412311) CAJA
",1.0,BX,CLP,108317.0,,
2069-503-SE20,,2020-11-05T19:26:53Z,direct,,,,HOSPITAL BARROS LUCO TRUDEAU | HOSPITAL BARROS LUCO TRUDEAU,616081012,,Región Metropolitana de Santiago,,bioMérieux Chile SpA | bioMérieux Chile SpA,966599200,,Región Metropolitana de Santiago,,,,,,IGS-CP-022020-PROGRAMA REACTIVOS FEBRERO 2020,"Reactivos o soluciones químicos2430494	PLACA VRED ID AGAR EN ENVASE* 20 PLAQUETAS (BIOMERIEUX CODIGO 43004) ENVASE
",3.0,EA,CLP,36102.0,,
2069-503-SE20,,2020-11-05T19:26:53Z,direct,,,,HOSPITAL BARROS LUCO TRUDEAU | HOSPITAL BARROS LUCO TRUDEAU,616081012,,Región Metropolitana de Santiago,,bioMérieux Chile SpA | bioMérieux Chile SpA,966599200,,Región Metropolitana de Santiago,,,,,,IGS-CP-022020-PROGRAMA REACTIVOS FEBRERO 2020,"Reactivos o soluciones químicos2430536	PLACA MUELLER CON SANGRE DE FRANCIA CAJA*20 PLACAS (BIOMERIEUX CODIGO 43321) CAJA
",5.0,BX,CLP,10347.0,,
2069-503-SE20,,2020-11-05T19:26:53Z,direct,,,,HOSPITAL BARROS LUCO TRUDEAU | HOSPITAL BARROS LUCO TRUDEAU,616081012,,Región Metropolitana de Santiago,,bioMérieux Chile SpA | bioMérieux Chile SpA,966599200,,Región Metropolitana de Santiago,,,,,,IGS-CP-022020-PROGRAMA REACTIVOS FEBRERO 2020,"Reactivos o soluciones químicos2440855	ETEST DE AMIKACINA 256 WW S30 (BIOMERIEUX) CAJA
",1.0,BX,CLP,111861.0,,
2069-503-SE20,,2020-11-05T19:26:53Z,direct,,,,HOSPITAL BARROS LUCO TRUDEAU | HOSPITAL BARROS LUCO TRUDEAU,616081012,,Región Metropolitana de Santiago,,bioMérieux Chile SpA | bioMérieux Chile SpA,966599200,,Región Metropolitana de Santiago,,,,,,IGS-CP-022020-PROGRAMA REACTIVOS FEBRERO 2020,"Reactivos o soluciones químicos2430049	PLACA DE AGAR SALMONELLA - SHIGELLA (REF SS)
",4.0,EA,CLP,13000.0,,
2069-503-SE20,,2020-11-05T19:26:53Z,direct,,,,HOSPITAL BARROS LUCO TRUDEAU | HOSPITAL BARROS LUCO TRUDEAU,616081012,,Región Metropolitana de Santiago,,bioMérieux Chile SpA | bioMérieux Chile SpA,966599200,,Región Metropolitana de Santiago,,,,,,IGS-CP-022020-PROGRAMA REACTIVOS FEBRERO 2020,"Reactivos o soluciones químicos2440089	PLACA AGAR GRANADA CAJA*20 UNIDADES (BIOMERIEUX CODIGO 43712) CAJA
",3.0,BX,CLP,33856.0,,
2069-503-SE20,,2020-11-05T19:26:53Z,direct,,,,HOSPITAL BARROS LUCO TRUDEAU | HOSPITAL BARROS LUCO TRUDEAU,616081012,,Región Metropolitana de Santiago,,bioMérieux Chile SpA | bioMérieux Chile SpA,966599200,,Región Metropolitana de Santiago,,,,,,IGS-CP-022020-PROGRAMA REACTIVOS FEBRERO 2020,"Reactivos o soluciones químicos2430057	PLACA AGAR CHOCOLATE (BIOMERIEUX CODIGO 35109) UNIDAD
",30.0,EA,CLP,5173.0,,
2069-503-SE20,,2020-11-05T19:26:53Z,direct,,,,HOSPITAL BARROS LUCO TRUDEAU | HOSPITAL BARROS LUCO TRUDEAU,616081012,,Región Metropolitana de Santiago,,bioMérieux Chile SpA | bioMérieux Chile SpA,966599200,,Región Metropolitana de Santiago,,,,,,IGS-CP-022020-PROGRAMA REACTIVOS FEBRERO 2020,"Reactivos o soluciones químicos2440152	VIDAS TOXO IGG II
",3.0,EA,CLP,244862.0,,
2069-503-SE20,,2020-11-05T19:26:53Z,direct,,,,HOSPITAL BARROS LUCO TRUDEAU | HOSPITAL BARROS LUCO TRUDEAU,616081012,,Región Metropolitana de Santiago,,bioMérieux Chile SpA | bioMérieux Chile SpA,966599200,,Región Metropolitana de Santiago,,,,,,IGS-CP-022020-PROGRAMA REACTIVOS FEBRERO 2020,"Reactivos o soluciones químicos2430056	PLACAS COLUMBIA AGAR + 5% DE SANGRE DE CORDERO EN ENVASE*20 PLACAS ( BIOMERIEUX CODIGO 43041) ENVASE

",80.0,EA,CLP,19000.0,,
2069-503-SE20,,2020-11-05T19:26:53Z,direct,,,,HOSPITAL BARROS LUCO TRUDEAU | HOSPITAL BARROS LUCO TRUDEAU,616081012,,Región Metropolitana de Santiago,,bioMérieux Chile SpA | bioMérieux Chile SpA,966599200,,Región Metropolitana de Santiago,,,,,,IGS-CP-022020-PROGRAMA REACTIVOS FEBRERO 2020,"Reactivos o soluciones químicos2430508	PLACAS MUELLER HINTON CAJA*20 PLACAS (BIOMERIEUX CODIGO 43301) CAJA
",90.0,BX,CLP,10347.0,,
2069-503-SE20,,2020-11-05T19:26:53Z,direct,,,,HOSPITAL BARROS LUCO TRUDEAU | HOSPITAL BARROS LUCO TRUDEAU,616081012,,Región Metropolitana de Santiago,,bioMérieux Chile SpA | bioMérieux Chile SpA,966599200,,Región Metropolitana de Santiago,,,,,,IGS-CP-022020-PROGRAMA REACTIVOS FEBRERO 2020,"Reactivos o soluciones químicos2440058	PLACAS SCHAEDLER 5% CAJA*20 UNIDADES (BIOMERIEUX CODIGO 43401) CAJA
",4.0,BX,CLP,16799.0,,
2069-503-SE20,,2020-11-05T19:26:53Z,direct,,,,HOSPITAL BARROS LUCO TRUDEAU | HOSPITAL BARROS LUCO TRUDEAU,616081012,,Región Metropolitana de Santiago,,bioMérieux Chile SpA | bioMérieux Chile SpA,966599200,,Región Metropolitana de Santiago,,,,,,IGS-CP-022020-PROGRAMA REACTIVOS FEBRERO 2020,"Reactivos o soluciones químicos2430537	PLACA COLUMBIA ANC + 5% SANGRE DE CORDERO EN ENVASE*20 PLAQUETAS (BIOMERIUX CODIGO 43071) ENVASE
",3.0,EA,CLP,10680.0,,
2069-503-SE20,,2020-11-05T19:26:53Z,direct,,,,HOSPITAL BARROS LUCO TRUDEAU | HOSPITAL BARROS LUCO TRUDEAU,616081012,,Región Metropolitana de Santiago,,bioMérieux Chile SpA | bioMérieux Chile SpA,966599200,,Región Metropolitana de Santiago,,,,,,IGS-CP-022020-PROGRAMA REACTIVOS FEBRERO 2020,"Reactivos o soluciones químicos2430052	PLACAS DE AGAR MAC CONKEY
",3.0,BX,CLP,10691.0,,
2069-503-SE20,,2020-11-05T19:26:53Z,direct,,,,HOSPITAL BARROS LUCO TRUDEAU | HOSPITAL BARROS LUCO TRUDEAU,616081012,,Región Metropolitana de Santiago,,bioMérieux Chile SpA | bioMérieux Chile SpA,966599200,,Región Metropolitana de Santiago,,,,,,IGS-CP-022020-PROGRAMA REACTIVOS FEBRERO 2020,"Reactivos o soluciones químicos2430540	ETEST CIM MEROPENEM CAJA
",1.0,BX,CLP,109346.0,,
2069-503-SE20,,2020-11-05T19:26:53Z,direct,,,,HOSPITAL BARROS LUCO TRUDEAU | HOSPITAL BARROS LUCO TRUDEAU,616081012,,Región Metropolitana de Santiago,,bioMérieux Chile SpA | bioMérieux Chile SpA,966599200,,Región Metropolitana de Santiago,,,,,,IGS-CP-022020-PROGRAMA REACTIVOS FEBRERO 2020,"Reactivos o soluciones químicos2430021	RAPIDEC CARBA NP ( REF 415418) UNIDAD
",3.0,EA,CLP,52922.0,,
2069-503-SE20,,2020-11-05T19:26:53Z,direct,,,,HOSPITAL BARROS LUCO TRUDEAU | HOSPITAL BARROS LUCO TRUDEAU,616081012,,Región Metropolitana de Santiago,,bioMérieux Chile SpA | bioMérieux Chile SpA,966599200,,Región Metropolitana de Santiago,,,,,,IGS-CP-022020-PROGRAMA REACTIVOS FEBRERO 2020,"Reactivos o soluciones químicos2430471	PLACA AGAR CROMOGENO CPS ENVASE*20 PLAQUETAS (BIOMERIEUX CODIGO 43821) ENVASE
",50.0,EA,CLP,21687.0,,
2080-565-SE20,,2020-11-05T19:26:53Z,direct,,,,SERVICIO DE SALUD DEL LIBERTADOR B O'HIGGINS HOSPITAL REG RANCAGUA | Hospital Regional Rancagua - HRR,616021389,,Región del Libertador General Bernardo O´Higgins,,LABORATORIO GENZYME CHILE LIMITADA  | LABORATORIO GENZYME CHILE LIMITADA,760515507,,Región Metropolitana de Santiago,,,,,,COMPRA DE TIMOGLOBULINA PARA EL HRLBO,Globulina antilinfocítica o inmunoglobulina de la TIMOGLOBULINA LIOFILI SOL. INYECTABLE (262-0118),35.0,AMPF,CLP,149605.0,,
2080-566-SE20,,2020-11-05T19:26:53Z,direct,,,,SERVICIO DE SALUD DEL LIBERTADOR B O'HIGGINS HOSPITAL REG RANCAGUA | Hospital Regional Rancagua - HRR,616021389,,Región del Libertador General Bernardo O´Higgins,,KAESER COMPRESORES DE CHILE LIMITADA | KAESER COMPRESORES DE CHILE LIMITADA,771528309,,Región Metropolitana de Santiago,,,,,,MANTENCION COMPRESORES ,"Lavadoras tipo lavanderíaServicio mantención preventiva a 3 Compresores Serv. Lavandería y Esterilización.  Incluye: Kit filtros, Aceite refrigerante, Correas y Kit Drenado.",1.0,EA,CLP,1429876.0,,
2136-12-MC20,,2020-11-05T19:26:54Z,direct,,,,SERVICIO SALUD DEL RELONCAVI | HOSPITAL DE FRUTILLAR,616022709,,Región de los Lagos ,,Patricia de la Nieves | Patricia de la Nieves,767046898,,Región de los Lagos ,,,,,,fundas de almohadas atención cerrada,Almohadas90 fundas de almohadas tela crea super 2.80 hilos color blanco ,90.0,000,CLP,3697.48,,
2137-32-SE20,,2020-11-05T19:26:12Z,direct,,,,Servicio de Salud Chiloé | Hospital de Achao,616022784,,Región de los Lagos ,,BIOLINE LIMITADA | BIOLINE LIMITADA,760206504,,Región Metropolitana de Santiago,,,,,,COMPRA DE DIAGNOSTICO EMBARAZO ENERO 2020,Unidades de laboratoriokit  bhcg  strip  test embarazo  s/u x 50  un,1.0,000,CLP,14890.0,,
2137-45-SE20,,2020-11-05T19:26:53Z,direct,,,,Servicio de Salud Chiloé | Hospital de Achao,616022784,,Región de los Lagos ,,Marcelo Hernan | Marcelo Hernan,15291184K,,Región de los Lagos ,,,,,,COMPRA ARTICULOS DE ASEO ENERO 2020,AluminioPAPEL ALUMINIO ROLLO DE 7.5 mts.,10.0,000,CLP,1512.0,,
2137-45-SE20,,2020-11-05T19:26:53Z,direct,,,,Servicio de Salud Chiloé | Hospital de Achao,616022784,,Región de los Lagos ,,Marcelo Hernan | Marcelo Hernan,15291184K,,Región de los Lagos ,,,,,,COMPRA ARTICULOS DE ASEO ENERO 2020,Papel usadoPAPEL ALUSA ROLLO DE 7.5 mts:,10.0,000,CLP,1261.0,,
2137-45-SE20,,2020-11-05T19:26:53Z,direct,,,,Servicio de Salud Chiloé | Hospital de Achao,616022784,,Región de los Lagos ,,Marcelo Hernan | Marcelo Hernan,15291184K,,Región de los Lagos ,,,,,,COMPRA ARTICULOS DE ASEO ENERO 2020,CerillasCAJA DE FÓSFOROS LARGOS.,10.0,000,CLP,1639.0,,
2137-45-SE20,,2020-11-05T19:26:53Z,direct,,,,Servicio de Salud Chiloé | Hospital de Achao,616022784,,Región de los Lagos ,,Marcelo Hernan | Marcelo Hernan,15291184K,,Región de los Lagos ,,,,,,COMPRA ARTICULOS DE ASEO ENERO 2020,Amortiguadores de chispasCHISPEROS,3.0,000,CLP,1681.0,,
2137-45-SE20,,2020-11-05T19:26:53Z,direct,,,,Servicio de Salud Chiloé | Hospital de Achao,616022784,,Región de los Lagos ,,Marcelo Hernan | Marcelo Hernan,15291184K,,Región de los Lagos ,,,,,,COMPRA ARTICULOS DE ASEO ENERO 2020,Bolsas de basuraBOLSAS DE BASURA DE 50X70 PAQUETE DE 10 UNIDADES.,350.0,000,CLP,588.0,,
2137-45-SE20,,2020-11-05T19:26:53Z,direct,,,,Servicio de Salud Chiloé | Hospital de Achao,616022784,,Región de los Lagos ,,Marcelo Hernan | Marcelo Hernan,15291184K,,Región de los Lagos ,,,,,,COMPRA ARTICULOS DE ASEO ENERO 2020,Paños de limpiezaPAÑO DE COCINA PARA SECAR LOZA,10.0,000,CLP,672.0,,
2137-45-SE20,,2020-11-05T19:26:53Z,direct,,,,Servicio de Salud Chiloé | Hospital de Achao,616022784,,Región de los Lagos ,,Marcelo Hernan | Marcelo Hernan,15291184K,,Región de los Lagos ,,,,,,COMPRA ARTICULOS DE ASEO ENERO 2020,Paños de limpiezaPAÑOS AMARILLOS DANZARINAS,30.0,000,CLP,1681.0,,
